srcStateName,srcYear,Region-wise installation of electricity,"Energy Value Type ( Potential, Capacity, Generation )",Types of Energy Sources,Nature of Energy Sources,Values for renewable electricity,"Types of Usage (Utility ,Captive)",Type of Energy Sector,YearCode,Year
ARUNACHAL PRADESH,2020,,Generation,SMALL HYDRO,RENEWABLE,0.636,UTILITY,UTILITY-RE,2020,"Financial Year (Apr - Mar), 2020"
A & N ISLANDS,2020,,Generation,HYDRO,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
LADAKH,2020,NR,Potential,WIND,RENEWABLE,0,,,2020,"Financial Year (Apr - Mar), 2020"
GUJARAT,2015,,Generation,NATURAL GAS,NON-RENEWABLE,9868.49,CAPTIVE,CAPTIVE,2015,"Financial Year (Apr - Mar), 2015"
ARUNACHAL PRADESH,2015,,Generation,HYDRO,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2015,"Financial Year (Apr - Mar), 2015"
HIMACHAL PRADESH,2018,,Generation,COAL,NON-RENEWABLE,98.986,CAPTIVE,CAPTIVE,2018,"Financial Year (Apr - Mar), 2018"
PUNJAB,2016,,Generation,BIOMASS-BAGASSE,RENEWABLE,603.543,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
KARNATAKA,2015,,Generation,HYDRO,NON-RENEWABLE,13160.3,UTILITY,STATE,2015,"Financial Year (Apr - Mar), 2015"
ANDHRA PRADESH,2012,SR,Capacity,SMALL HYDRO,,217.83,,,2012,"Financial Year (Apr - Mar), 2012"
TRIPURA,2020,,Generation,RENEWABLES,RENEWABLE,0,UTILITY,UTILITY-RE,2020,"Financial Year (Apr - Mar), 2020"
RAJASTHAN,2011,,Generation,SOLAR,RENEWABLE,7.202,UTILITY,UTILITY-RE,2011,"Financial Year (Apr - Mar), 2011"
JHARKHAND,2014,,Generation,SMALL HYDRO,RENEWABLE,0,UTILITY,UTILITY-RE,2014,"Financial Year (Apr - Mar), 2014"
NAGALAND,2020,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
UTTAR PRADESH,2013,,Generation,COAL,NON-RENEWABLE,14619.03,UTILITY,PRIVATE,2013,"Financial Year (Apr - Mar), 2013"
SIKKIM,2011,ER,Capacity,SMALL HYDRO,,52.11,,,2011,"Financial Year (Apr - Mar), 2011"
JAMMU & KASHMIR,2017,,Generation,COAL,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2017,"Financial Year (Apr - Mar), 2017"
KARNATAKA,2018,SR,Potential,SOLAR,RENEWABLE,24700,,,2018,"Financial Year (Apr - Mar), 2018"
DELHI,2014,NR,Capacity,WASTE,,16,,,2014,"Financial Year (Apr - Mar), 2014"
SIKKIM,2015,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2015,"Financial Year (Apr - Mar), 2015"
UTTAR PRADESH,2018,,Generation,SOLAR,RENEWABLE,680.71,UTILITY,UTILITY-RE,2018,"Financial Year (Apr - Mar), 2018"
DADRA & NAGAR HAVELI,2018,,Generation,SOLAR,RENEWABLE,0,CAPTIVE,CAPTIVE,2018,"Financial Year (Apr - Mar), 2018"
GUJARAT,2012,WR,Capacity,SOLAR,,604.89,,,2012,"Financial Year (Apr - Mar), 2012"
TAMILNADU,2015,SR,Capacity,COGENERATION-BAGASSE,,1036.1,,,2015,"Financial Year (Apr - Mar), 2015"
ANDHRA PRADESH,2020,,Generation,BIOMASS-BAGASSE,RENEWABLE,205.959,UTILITY,UTILITY-RE,2020,"Financial Year (Apr - Mar), 2020"
A & N ISLANDS,2019,,Generation,COAL,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
UTTAR PRADESH,2011,,Generation,HYDRO,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2011,"Financial Year (Apr - Mar), 2011"
UTTARAKHAND,2016,,Generation,HYDRO,NON-RENEWABLE,2112.02,UTILITY,PRIVATE,2016,"Financial Year (Apr - Mar), 2016"
ASSAM,2020,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
JAMMU & KASHMIR,2014,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2014,"Financial Year (Apr - Mar), 2014"
JHARKHAND,2019,,Generation,HYDRO,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
DELHI,2016,,Generation,NATURAL GAS,NON-RENEWABLE,0,UTILITY,PRIVATE,2016,"Financial Year (Apr - Mar), 2016"
GOA,2015,,Generation,NATURAL GAS,NON-RENEWABLE,12.61,UTILITY,PRIVATE,2015,"Financial Year (Apr - Mar), 2015"
MIZORAM,2012,,Generation,SMALL HYDRO,RENEWABLE,27.618,UTILITY,UTILITY-RE,2012,"Financial Year (Apr - Mar), 2012"
UTTAR PRADESH,2015,NR,Potential,WASTE,RENEWABLE,176,,,2015,"Financial Year (Apr - Mar), 2015"
ANDHRA PRADESH,2016,SR,Capacity,WIND,,1431.4,,,2016,"Financial Year (Apr - Mar), 2016"
KERALA,2015,,Generation,DIESEL,NON-RENEWABLE,207.69,UTILITY,STATE,2015,"Financial Year (Apr - Mar), 2015"
DADRA & NAGAR HAVELI,2017,,Generation,NATURAL GAS,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2017,"Financial Year (Apr - Mar), 2017"
PUDUCHERRY,2011,,Generation,DIESEL,NON-RENEWABLE,20.14,CAPTIVE,CAPTIVE,2011,"Financial Year (Apr - Mar), 2011"
CHHATTISGARH,2011,,Generation,HYDRO,NON-RENEWABLE,125.21,UTILITY,STATE,2011,"Financial Year (Apr - Mar), 2011"
ARUNACHAL PRADESH,2018,,Generation,RENEWABLES,RENEWABLE,0,UTILITY,UTILITY-RE,2018,"Financial Year (Apr - Mar), 2018"
TAMILNADU,2015,,Generation,COAL,NON-RENEWABLE,27378.22,UTILITY,STATE,2015,"Financial Year (Apr - Mar), 2015"
ODISHA,2013,,Generation,COAL,NON-RENEWABLE,27087.93,CAPTIVE,CAPTIVE,2013,"Financial Year (Apr - Mar), 2013"
HARYANA,2018,NR,Potential,BIOMASS,RENEWABLE,1375,,,2018,"Financial Year (Apr - Mar), 2018"
MADHYA PRADESH,2014,,Generation,WIND,RENEWABLE,11.94,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
BIHAR,2011,,Generation,BIOMASS-BAGASSE,RENEWABLE,24.073,UTILITY,UTILITY-RE,2011,"Financial Year (Apr - Mar), 2011"
TRIPURA,2020,,Generation,NATURAL GAS,NON-RENEWABLE,5405.32,UTILITY,CENTRAL,2020,"Financial Year (Apr - Mar), 2020"
TAMILNADU,2012,,Generation,SOLAR,RENEWABLE,7.189,UTILITY,UTILITY-RE,2012,"Financial Year (Apr - Mar), 2012"
GUJARAT,2014,,Generation,SMALL HYDRO,RENEWABLE,34.085,UTILITY,UTILITY-RE,2014,"Financial Year (Apr - Mar), 2014"
MEGHALAYA,2014,,Generation,SMALL HYDRO,RENEWABLE,65.96,UTILITY,UTILITY-RE,2014,"Financial Year (Apr - Mar), 2014"
UTTARAKHAND,2016,NR,Capacity,COGENERATION-BAGASSE,,73,,,2016,"Financial Year (Apr - Mar), 2016"
RAJASTHAN,2018,,Generation,SOLAR,RENEWABLE,8.054,CAPTIVE,CAPTIVE,2018,"Financial Year (Apr - Mar), 2018"
CHHATTISGARH,2019,,Generation,NATURAL GAS,NON-RENEWABLE,97.23,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
WEST BENGAL,2019,,Generation,BIOMASS-BAGASSE,RENEWABLE,1284.494,UTILITY,UTILITY-RE,2019,"Financial Year (Apr - Mar), 2019"
CHHATTISGARH,2019,,Generation,COAL,NON-RENEWABLE,47679.68,UTILITY,CENTRAL,2019,"Financial Year (Apr - Mar), 2019"
DIU & DAMAN,2017,,Generation,RENEWABLES,RENEWABLE,0,UTILITY,UTILITY-RE,2017,"Financial Year (Apr - Mar), 2017"
A & N ISLANDS,2014,,Generation,DIESEL,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
ASSAM,2015,,Generation,WASTE,RENEWABLE,0,UTILITY,UTILITY-RE,2015,"Financial Year (Apr - Mar), 2015"
RAJASTHAN,2011,NR,Capacity,WIND,,1525,,,2011,"Financial Year (Apr - Mar), 2011"
HIMACHAL PRADESH,2012,,Generation,SOLAR,RENEWABLE,0,UTILITY,UTILITY-RE,2012,"Financial Year (Apr - Mar), 2012"
JHARKHAND,2016,ER,Capacity,SMALL HYDRO,,4.05,,,2016,"Financial Year (Apr - Mar), 2016"
KERALA,2013,,Generation,DIESEL,NON-RENEWABLE,532.95,UTILITY,STATE,2013,"Financial Year (Apr - Mar), 2013"
ODISHA,2014,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
PUDUCHERRY,2018,SR,Capacity,SOLAR,,0.16,,,2018,"Financial Year (Apr - Mar), 2018"
MAHARASHTRA,2017,,Generation,SOLAR,RENEWABLE,577.83,UTILITY,UTILITY-RE,2017,"Financial Year (Apr - Mar), 2017"
MADHYA PRADESH,2012,,Generation,WASTE,RENEWABLE,2.341,UTILITY,UTILITY-RE,2012,"Financial Year (Apr - Mar), 2012"
TRIPURA,2014,NER,Capacity,SMALL HYDRO,,16.01,,,2014,"Financial Year (Apr - Mar), 2014"
ODISHA,2011,,Generation,HYDRO,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2011,"Financial Year (Apr - Mar), 2011"
GOA,2015,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2015,"Financial Year (Apr - Mar), 2015"
SIKKIM,2019,ER,Potential,SMALL HYDRO,RENEWABLE,267,,,2019,"Financial Year (Apr - Mar), 2019"
SIKKIM,2020,ER,Capacity,SOLAR,,0.07,,,2020,"Financial Year (Apr - Mar), 2020"
TAMILNADU,2018,,Generation,COAL,NON-RENEWABLE,7815.302,CAPTIVE,CAPTIVE,2018,"Financial Year (Apr - Mar), 2018"
GUJARAT,2012,,Generation,NUCLEAR,NON-RENEWABLE,3787.37,UTILITY,CENTRAL,2012,"Financial Year (Apr - Mar), 2012"
PUNJAB,2018,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2018,"Financial Year (Apr - Mar), 2018"
ODISHA,2017,,Generation,COAL,NON-RENEWABLE,26607.01,UTILITY,CENTRAL,2017,"Financial Year (Apr - Mar), 2017"
TELANGANA,2015,,Generation,COAL,NON-RENEWABLE,3910.65,CAPTIVE,CAPTIVE,2015,"Financial Year (Apr - Mar), 2015"
TELANGANA,2020,,Generation,SMALL HYDRO,RENEWABLE,46.286,UTILITY,UTILITY-RE,2020,"Financial Year (Apr - Mar), 2020"
UTTAR PRADESH,2011,NR,Capacity,COGENERATION-BAGASSE,,592.5,,,2011,"Financial Year (Apr - Mar), 2011"
TELANGANA,2012,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2012,"Financial Year (Apr - Mar), 2012"
ODISHA,2011,,Generation,COAL,NON-RENEWABLE,23627.53,CAPTIVE,CAPTIVE,2011,"Financial Year (Apr - Mar), 2011"
DADRA & NAGAR HAVELI,2017,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2017,"Financial Year (Apr - Mar), 2017"
JAMMU & KASHMIR,2018,,Generation,HYDRO,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2018,"Financial Year (Apr - Mar), 2018"
WEST BENGAL,2018,ER,Potential,BIOMASS,RENEWABLE,529,,,2018,"Financial Year (Apr - Mar), 2018"
TELANGANA,2015,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2015,"Financial Year (Apr - Mar), 2015"
GUJARAT,2013,,Generation,DIESEL,NON-RENEWABLE,1709.26,CAPTIVE,CAPTIVE,2013,"Financial Year (Apr - Mar), 2013"
MEGHALAYA,2018,,Generation,RENEWABLES,RENEWABLE,0,UTILITY,UTILITY-RE,2018,"Financial Year (Apr - Mar), 2018"
UTTAR PRADESH,2016,NR,Capacity,SOLAR,,143.495,,,2016,"Financial Year (Apr - Mar), 2016"
JHARKHAND,2019,ER,Potential,WASTE,RENEWABLE,10,,,2019,"Financial Year (Apr - Mar), 2019"
MULTIPLE STATES,2017,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2017,"Financial Year (Apr - Mar), 2017"
HARYANA,2015,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2015,"Financial Year (Apr - Mar), 2015"
SIKKIM,2018,,Generation,RENEWABLES,RENEWABLE,0,UTILITY,UTILITY-RE,2018,"Financial Year (Apr - Mar), 2018"
BIHAR,2014,,Generation,SMALL HYDRO,RENEWABLE,48.692,UTILITY,UTILITY-RE,2014,"Financial Year (Apr - Mar), 2014"
PUNJAB,2020,NR,Potential,WASTE,RENEWABLE,45,,,2020,"Financial Year (Apr - Mar), 2020"
BIHAR,2011,,Generation,NATURAL GAS,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2011,"Financial Year (Apr - Mar), 2011"
MAHARASHTRA,2016,,Generation,HYDRO,NON-RENEWABLE,22.21,CAPTIVE,CAPTIVE,2016,"Financial Year (Apr - Mar), 2016"
ODISHA,2020,,Generation,HYDRO,NON-RENEWABLE,6728.77,UTILITY,STATE,2020,"Financial Year (Apr - Mar), 2020"
KARNATAKA,2019,,Generation,SOLAR,RENEWABLE,80.951,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
HIMACHAL PRADESH,2012,,Generation,WASTE,RENEWABLE,0,UTILITY,UTILITY-RE,2012,"Financial Year (Apr - Mar), 2012"
HARYANA,2017,,Generation,SOLAR,RENEWABLE,26.57,UTILITY,UTILITY-RE,2017,"Financial Year (Apr - Mar), 2017"
ODISHA,2016,,Generation,COAL,NON-RENEWABLE,31115.74,CAPTIVE,CAPTIVE,2016,"Financial Year (Apr - Mar), 2016"
MAHARASHTRA,2015,,Generation,COAL,NON-RENEWABLE,44017.41,UTILITY,PRIVATE,2015,"Financial Year (Apr - Mar), 2015"
ARUNACHAL PRADESH,2016,,Generation,SMALL HYDRO,RENEWABLE,18.223,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
TRIPURA,2014,,Generation,SOLAR,RENEWABLE,0,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
TELANGANA,2011,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2011,"Financial Year (Apr - Mar), 2011"
MADHYA PRADESH,2020,WR,Capacity,WASTE,,15.4,,,2020,"Financial Year (Apr - Mar), 2020"
CHANDIGARH,2011,,Generation,SMALL HYDRO,RENEWABLE,0,UTILITY,UTILITY-RE,2011,"Financial Year (Apr - Mar), 2011"
MEGHALAYA,2016,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
SIKKIM,2018,,Generation,NATURAL GAS,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2018,"Financial Year (Apr - Mar), 2018"
CHHATTISGARH,2013,,Generation,COAL,NON-RENEWABLE,17608.28,CAPTIVE,CAPTIVE,2013,"Financial Year (Apr - Mar), 2013"
GUJARAT,2012,WR,Capacity,COGENERATION-BAGASSE,,20.5,,,2012,"Financial Year (Apr - Mar), 2012"
CHANDIGARH,2015,,Generation,SOLAR,RENEWABLE,0,CAPTIVE,CAPTIVE,2015,"Financial Year (Apr - Mar), 2015"
RAJASTHAN,2011,,Generation,WASTE,RENEWABLE,0,UTILITY,UTILITY-RE,2011,"Financial Year (Apr - Mar), 2011"
TELANGANA,2020,,Generation,NATURAL GAS,NON-RENEWABLE,0.341,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
TAMILNADU,2015,,Generation,COAL,NON-RENEWABLE,6939.79,CAPTIVE,CAPTIVE,2015,"Financial Year (Apr - Mar), 2015"
MANIPUR,2015,NER,Potential,SMALL HYDRO,RENEWABLE,109,,,2015,"Financial Year (Apr - Mar), 2015"
WEST BENGAL,2019,,Generation,HYDRO,NON-RENEWABLE,1381.87,UTILITY,CENTRAL,2019,"Financial Year (Apr - Mar), 2019"
WEST BENGAL,2011,,Generation,WIND,RENEWABLE,5.31,UTILITY,UTILITY-RE,2011,"Financial Year (Apr - Mar), 2011"
GUJARAT,2014,,Generation,COAL,NON-RENEWABLE,12217.79,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
TAMILNADU,2017,,Generation,COAL,NON-RENEWABLE,34913.08,UTILITY,CENTRAL,2017,"Financial Year (Apr - Mar), 2017"
HARYANA,2015,,Generation,COAL,NON-RENEWABLE,351.66,CAPTIVE,CAPTIVE,2015,"Financial Year (Apr - Mar), 2015"
ANDHRA PRADESH,2013,SR,Capacity,SOLAR,,23.35,,,2013,"Financial Year (Apr - Mar), 2013"
RAJASTHAN,2013,,Generation,NATURAL GAS,NON-RENEWABLE,1660.58,UTILITY,STATE,2013,"Financial Year (Apr - Mar), 2013"
TELANGANA,2018,SR,Potential,WASTE,RENEWABLE,2,,,2018,"Financial Year (Apr - Mar), 2018"
NAGALAND,2015,,Generation,SMALL HYDRO,RENEWABLE,85.832,UTILITY,UTILITY-RE,2015,"Financial Year (Apr - Mar), 2015"
A & N ISLANDS,2014,,Generation,SOLAR,RENEWABLE,0,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
GUJARAT,2016,,Generation,WASTE,RENEWABLE,0,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
ASSAM,2011,,Generation,NATURAL GAS,NON-RENEWABLE,1833.87,UTILITY,CENTRAL,2011,"Financial Year (Apr - Mar), 2011"
ANDHRA PRADESH,2016,,Generation,NATURAL GAS,NON-RENEWABLE,5535.51,UTILITY,PRIVATE,2016,"Financial Year (Apr - Mar), 2016"
MAHARASHTRA,2019,,Generation,HYDRO,NON-RENEWABLE,51.044,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
A & N ISLANDS,2014,,Generation,SMALL HYDRO,RENEWABLE,12.46,UTILITY,UTILITY-RE,2014,"Financial Year (Apr - Mar), 2014"
MIZORAM,2015,,Generation,WASTE,RENEWABLE,0,UTILITY,UTILITY-RE,2015,"Financial Year (Apr - Mar), 2015"
NAGALAND,2015,,Generation,SOLAR,RENEWABLE,0,UTILITY,UTILITY-RE,2015,"Financial Year (Apr - Mar), 2015"
TELANGANA,2019,,Generation,RENEWABLES,RENEWABLE,89.285,UTILITY,UTILITY-RE,2019,"Financial Year (Apr - Mar), 2019"
ARUNACHAL PRADESH,2011,,Generation,HYDRO,NON-RENEWABLE,1399.56,UTILITY,CENTRAL,2011,"Financial Year (Apr - Mar), 2011"
LAKSHADWEEP,2014,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
ANDHRA PRADESH,2012,,Generation,COAL,NON-RENEWABLE,31659.85,UTILITY,CENTRAL,2012,"Financial Year (Apr - Mar), 2012"
ANDHRA PRADESH,2017,,Generation,COAL,NON-RENEWABLE,14173.49,UTILITY,CENTRAL,2017,"Financial Year (Apr - Mar), 2017"
MANIPUR,2015,,Generation,HYDRO,NON-RENEWABLE,372.44,UTILITY,CENTRAL,2015,"Financial Year (Apr - Mar), 2015"
MANIPUR,2016,,Generation,DIESEL,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2016,"Financial Year (Apr - Mar), 2016"
OTHERS,2015,IN,Potential,WASTE,RENEWABLE,1022,,,2015,"Financial Year (Apr - Mar), 2015"
NAGALAND,2015,NER,Potential,SOLAR,RENEWABLE,7290,,,2015,"Financial Year (Apr - Mar), 2015"
MADHYA PRADESH,2011,,Generation,WIND,RENEWABLE,3.59,CAPTIVE,CAPTIVE,2011,"Financial Year (Apr - Mar), 2011"
PUNJAB,2018,NR,Potential,COGENERATION-BAGASSE,RENEWABLE,160,,,2018,"Financial Year (Apr - Mar), 2018"
GUJARAT,2016,,Generation,NATURAL GAS,NON-RENEWABLE,9936.9,CAPTIVE,CAPTIVE,2016,"Financial Year (Apr - Mar), 2016"
DELHI,2020,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
BIHAR,2020,,Generation,COAL,NON-RENEWABLE,327.79,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
HIMACHAL PRADESH,2017,,Generation,SOLAR,RENEWABLE,0,CAPTIVE,CAPTIVE,2017,"Financial Year (Apr - Mar), 2017"
UTTAR PRADESH,2019,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
CHHATTISGARH,2020,WR,Potential,BIOMASS,RENEWABLE,236,,,2020,"Financial Year (Apr - Mar), 2020"
WEST BENGAL,2018,ER,Potential,SOLAR,RENEWABLE,6260,,,2018,"Financial Year (Apr - Mar), 2018"
GOA,2018,WR,Potential,SMALL HYDRO,RENEWABLE,5,,,2018,"Financial Year (Apr - Mar), 2018"
A & N ISLANDS,2016,,Generation,COAL,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2016,"Financial Year (Apr - Mar), 2016"
PUDUCHERRY,2017,,Generation,DIESEL,NON-RENEWABLE,9.621,CAPTIVE,CAPTIVE,2017,"Financial Year (Apr - Mar), 2017"
HARYANA,2020,NR,Potential,WIND,RENEWABLE,419,,,2020,"Financial Year (Apr - Mar), 2020"
ASSAM,2017,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2017,"Financial Year (Apr - Mar), 2017"
CHHATTISGARH,2016,,Generation,COAL,NON-RENEWABLE,27644.38,UTILITY,PRIVATE,2016,"Financial Year (Apr - Mar), 2016"
MADHYA PRADESH,2020,,Generation,COAL,NON-RENEWABLE,37694.69,UTILITY,CENTRAL,2020,"Financial Year (Apr - Mar), 2020"
MADHYA PRADESH,2017,,Generation,SOLAR,RENEWABLE,1448.37,UTILITY,UTILITY-RE,2017,"Financial Year (Apr - Mar), 2017"
GUJARAT,2014,,Generation,WIND,RENEWABLE,5573.167,UTILITY,UTILITY-RE,2014,"Financial Year (Apr - Mar), 2014"
BIHAR,2017,,Generation,NATURAL GAS,NON-RENEWABLE,206.96,CAPTIVE,CAPTIVE,2017,"Financial Year (Apr - Mar), 2017"
PUDUCHERRY,2018,,Generation,NATURAL GAS,NON-RENEWABLE,109.689,CAPTIVE,CAPTIVE,2018,"Financial Year (Apr - Mar), 2018"
RAJASTHAN,2018,NR,Capacity,COGENERATION-BAGASSE,,119.3,,,2018,"Financial Year (Apr - Mar), 2018"
HARYANA,2020,,Generation,SOLAR,RENEWABLE,125.144,UTILITY,UTILITY-RE,2020,"Financial Year (Apr - Mar), 2020"
JAMMU & KASHMIR,2016,,Generation,NATURAL GAS,NON-RENEWABLE,0,UTILITY,STATE,2016,"Financial Year (Apr - Mar), 2016"
RAJASTHAN,2020,NR,Potential,WIND,RENEWABLE,127756,,,2020,"Financial Year (Apr - Mar), 2020"
JAMMU & KASHMIR,2019,,Generation,NATURAL GAS,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
PUNJAB,2013,NR,Capacity,SMALL HYDRO,,154.5,,,2013,"Financial Year (Apr - Mar), 2013"
JHARKHAND,2018,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2018,"Financial Year (Apr - Mar), 2018"
GOA,2015,WR,Capacity,SMALL HYDRO,,0.05,,,2015,"Financial Year (Apr - Mar), 2015"
UTTAR PRADESH,2014,NR,Capacity,SOLAR,,21.08,,,2014,"Financial Year (Apr - Mar), 2014"
UTTARAKHAND,2015,NR,Potential,WASTE,RENEWABLE,5,,,2015,"Financial Year (Apr - Mar), 2015"
UTTARAKHAND,2020,,Generation,NATURAL GAS,NON-RENEWABLE,22.244,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
SIKKIM,2020,,Generation,DIESEL,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
UTTAR PRADESH,2020,NR,Potential,WIND,RENEWABLE,101,,,2020,"Financial Year (Apr - Mar), 2020"
HARYANA,2014,NR,Capacity,SMALL HYDRO,,70.1,,,2014,"Financial Year (Apr - Mar), 2014"
HARYANA,2011,,Generation,NATURAL GAS,NON-RENEWABLE,3155.4,UTILITY,CENTRAL,2011,"Financial Year (Apr - Mar), 2011"
PUDUCHERRY,2017,,Generation,RENEWABLES,RENEWABLE,0,UTILITY,UTILITY-RE,2017,"Financial Year (Apr - Mar), 2017"
BIHAR,2019,ER,Capacity,COGENERATION-BAGASSE,,113,,,2019,"Financial Year (Apr - Mar), 2019"
MADHYA PRADESH,2011,,Generation,WIND,RENEWABLE,205.043,UTILITY,UTILITY-RE,2011,"Financial Year (Apr - Mar), 2011"
GOA,2013,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2013,"Financial Year (Apr - Mar), 2013"
HIMACHAL PRADESH,2012,,Generation,SMALL HYDRO,RENEWABLE,1278.241,UTILITY,UTILITY-RE,2012,"Financial Year (Apr - Mar), 2012"
ARUNACHAL PRADESH,2019,,Generation,SOLAR,RENEWABLE,0,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
A & N ISLANDS,2012,ER,Capacity,SMALL HYDRO,,5.25,,,2012,"Financial Year (Apr - Mar), 2012"
JHARKHAND,2019,ER,Capacity,SMALL HYDRO,,4.05,,,2019,"Financial Year (Apr - Mar), 2019"
MAHARASHTRA,2012,,Generation,SMALL HYDRO,RENEWABLE,465.819,UTILITY,UTILITY-RE,2012,"Financial Year (Apr - Mar), 2012"
TRIPURA,2012,,Generation,WASTE,RENEWABLE,0,UTILITY,UTILITY-RE,2012,"Financial Year (Apr - Mar), 2012"
LADAKH,2018,NR,Potential,BIOMASS,RENEWABLE,0,,,2018,"Financial Year (Apr - Mar), 2018"
MADHYA PRADESH,2020,,Generation,BIOMASS-BAGASSE,RENEWABLE,97.464,UTILITY,UTILITY-RE,2020,"Financial Year (Apr - Mar), 2020"
KERALA,2011,,Generation,WIND,RENEWABLE,43.223,UTILITY,UTILITY-RE,2011,"Financial Year (Apr - Mar), 2011"
JHARKHAND,2017,,Generation,COAL,NON-RENEWABLE,12888.12,UTILITY,PRIVATE,2017,"Financial Year (Apr - Mar), 2017"
ANDHRA PRADESH,2011,SR,Capacity,WIND,,191.5,,,2011,"Financial Year (Apr - Mar), 2011"
ANDHRA PRADESH,2011,,Generation,WIND,RENEWABLE,269.305,UTILITY,UTILITY-RE,2011,"Financial Year (Apr - Mar), 2011"
JAMMU & KASHMIR,2012,,Generation,HYDRO,NON-RENEWABLE,3595.07,UTILITY,STATE,2012,"Financial Year (Apr - Mar), 2012"
MADHYA PRADESH,2017,,Generation,WIND,RENEWABLE,3596.06,UTILITY,UTILITY-RE,2017,"Financial Year (Apr - Mar), 2017"
KARNATAKA,2020,,Generation,DIESEL,NON-RENEWABLE,138.682,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
PUDUCHERRY,2019,,Generation,SMALL HYDRO,RENEWABLE,0,UTILITY,UTILITY-RE,2019,"Financial Year (Apr - Mar), 2019"
RAJASTHAN,2016,,Generation,COAL,NON-RENEWABLE,9010.13,CAPTIVE,CAPTIVE,2016,"Financial Year (Apr - Mar), 2016"
LAKSHADWEEP,2019,,Generation,RENEWABLES,RENEWABLE,0,UTILITY,UTILITY-RE,2019,"Financial Year (Apr - Mar), 2019"
